,reviewed_at,helpful,content,review_heading,rating,images,review_id,country,year,season,RT,zone,found_helpful
639,2020-12-29,0,"This blanket is amazingly light, soft, and warm.  I did not expect to sleep as well as I have since I started using it.",Amazing!,5,,R27M3FZBXEXBY2,USA,2020,winter,Positive,North-America,False
640,2021-02-02,0,i slept with this blanket the first time last night and it was amazing! it’s so soft and feels amazing! the door is lighter than the picture which is what i wanted. make sure to wash it before use like it says bc it makes it more fluffy and better. i would extremely recommend it!,amazing blanket!,5,,RHNX6HGOIWNIU,USA,2021,winter,Positive,North-America,False
641,2021-02-24,0,Only had it on bed for a month and filling is already coming out. Other than that its ok.,You get what you pay for,2,,R2RHLOACNXK5DZ,USA,2021,winter,Negative,North-America,False
642,2021-01-09,0,"Your browser does not support HTML5 video.


   Loving the color and softness.",Beautiful comforter and at a reasonable price,5,,R31P8LLV1VFUIA,USA,2021,winter,Positive,North-America,False
643,2021-01-31,0,Very nice warm and soft great fo watching tv and napping,Blanket,5,,RE8U7VDKML2W8,USA,2021,winter,Positive,North-America,False
644,2018-12-30,0,I ordered the twin size to for those cat nap times on the couch.  I wanted something inexpensive and neutral for the purpose.  The quality however is as good or better than my more expensive designer comforters in our bedrooms. So comfy!,great quality,5,,R8X2SLUBOBQOB,USA,2018,winter,Positive,North-America,False
645,2021-02-07,0,This is advertised as oversized king but its not,Not oversized,1,,R1OZQT9FCTO4XI,USA,2021,winter,Negative,North-America,False
646,2017-08-29,2,"Received the comforters and noticed right away that the color did not match what was advertised; instead of being a black/gray it is more of a tan/gray, which next to a cool gray wall looks awful. Also, i was not impressed with the blanket quality, I expected this to be very soft, but found it to be a cheap scratchy material. The craftsmanship of this product was also sub-par, loose threads every where. To top off my frustration of having to return it, I had to pay $17.40 for shipping costs. Thanks for the kick in the teeth.",Description/color does not match actual product: Beware high of return shipping costs!,2,,R3KLMXXNI89750,USA,2017,summer,Negative,North-America,True
647,2021-04-15,0,Ordered for my Granddaughter...she loves it,Great Value,5,,R2TST0PSB612HQ,USA,2021,spring,Positive,North-America,False
648,2019-11-27,0,Nice heavy comforter. Feels soft and warm. I washed it first and had no issues with the filling or pilling or anything. So far so good. I like it a lot.,Super Comfy,5,,RSDZBBDDYPZX6,USA,2019,autumn,Positive,North-America,False
649,2021-05-13,0,"I bought a black comforter a year ago and just got a new one, but this time the color is more gray.  Sounds like a supplier or quality control issue that I hope the company sees and fixes.  Please don't sell as ""black"" if it's not black.",Black looks more charcoal.  Please ensure in quality control BLACK IS BLACK.,1,,R7DWGOB00UPXO,USA,2021,spring,Negative,North-America,False
650,2021-01-01,0,"It’s very soft and although it’s relatively light weight, it’s a little warmer than I had anticipated. Still all in all, a good purchase!","Soft, lightweight bedspread.",4,,R2G1Q496SI74O6,USA,2021,winter,Positive,North-America,False
651,2020-11-12,0,"Not worth it. What I thought was lint, was actually the inside coming out of the comforter, and it’s allll over the bedding.",Not pleased.,2,https://images-na.ssl-images-amazon.com/images/I/81u9J6E72iL._SY88.jpg,R3KHGTX7ZROZHX,USA,2020,autumn,Negative,North-America,False
652,2020-12-01,0,Great comforter!So soft and warm.Exactly what I was looking for.,Great Comforter!,5,,R2G1HQOXQN4MG8,USA,2020,autumn,Positive,North-America,False
653,2021-07-02,0,Fits great. Soft. Arrived fast,Twin XL,5,,R3M98YFV37RONN,USA,2021,summer,Positive,North-America,False
654,2020-01-24,0,I bought this for my college dorm and it fits my twin XL bed well. The comforter is light enough not to let make me hot but still heavy enough to keep me warm on cooler nights.,Great for a Dorm!,5,,R22K9H15ZZWX4H,USA,2020,winter,Positive,North-America,False
655,2020-03-13,0,This is fantastic if you don't like down comforters....I personally don't.  This looks so nice and is so comfy! So far so good!,Great Blanket,5,,RZALTUK00ZT5T,USA,2020,winter,Positive,North-America,False
656,2021-01-17,0,"I never write reviews, but I was so impressed with the comforter set I thought it deserved one.  The comforter is beautiful, high quality,  and  so comfortable. I am more than happy with the purchase.",High Quality.,5,,R2ETISH2IU4UV0,USA,2021,winter,Positive,North-America,False
657,2018-12-28,0,"I bought this as a Christmas gift for my daughter. She didn't want to get out of bed the next morning........saying "" that was the best sleep I've ever had!""  She's 15 😂.  Now she wants another one to use as a bed sheet so she ""extra comfy"".  Unfortunately, I went to order another blanket in Orange (her favorite color) and there were none available.",Very soft & warm,5,,R1ZD8O80XDRRKI,USA,2018,winter,Positive,North-America,False
658,2021-03-28,0,Alot of loose threads on product. Didn't expect that for the price. Didn't send back due to reviews regarding how it's an hassle to get company to take item back.,Loose Threading On Product,3,https://images-na.ssl-images-amazon.com/images/I/71T+WscW6cL._SY88.jpg,R2ECMEON94GB6F,USA,2021,spring,Neutral,North-America,False
659,2019-11-14,0,Great soft/comfortable blanket for the price. Keeps me warm enough to crack the window open when it’s 25 degrees outside! Lighter than a weighed blanket but gives that tight warm cuddle like it is one.,Lighter than a weighed blanket but gives that tight warm cuddle like it is one.,5,,RCJVU1J76BABG,USA,2019,autumn,Positive,North-America,False
660,2021-07-03,0,Starts to share over time and with wash,Good,4,,R1M51EJ2J2YYN6,USA,2021,summer,Positive,North-America,False
661,2020-09-01,0,Came to change my original review! These melt on low heat in the dryer. Yuck,Poor quality,1,,R1F81MAWJ76R1M,USA,2020,summer,Negative,North-America,False
662,2021-01-04,0,Great comfortable and lightweight looks great on my queen bed,Queen cover,5,,RLX8P4G1SFKIO,USA,2021,winter,Positive,North-America,False
663,2019-08-28,0,"Looks mad feels amazing. Easy to wash. Lightweight, yet warm. Purchased twin/twin xl.Daughter loves it and says it’s comfortable and she’s a tad picky! Good buy.",Picky daughter loves it!,5,,RXCJ9BE4HN87X,USA,2019,summer,Positive,North-America,False
664,2021-02-10,0,Be warned: coronet blue is NOT accurately reflected in this company's pictures. We thought there was a hint of emerald or something...but it's literally just like a light blue color. We were disappointed.,Coronet Blue not accurate,2,https://images-na.ssl-images-amazon.com/images/I/B1vTA6Iis0S._SY88.jpg,R1UM906GAACQM5,USA,2021,winter,Negative,North-America,False
665,2021-05-05,0,Pretty lilac color & comfortable,Comfy & pretty,4,,RAU13CFRNPTK0,USA,2021,spring,Positive,North-America,False
666,2018-09-14,0,"SINCERELY-- this comforter is the best comforter I have ever owned!I knew I wanted a black comforter, but a comforter that was BREATHABLE, COMFORTABLE, & EASY TO CLEAN.This comforter has been all of these things!! (I bought the size: Full; in the color: black)I love the company too-- they reached out personally to check in on how I loved their product.& I am not one to leave reviews, but I wanted to personally leave one for this product-- it was well worth the money.I rest easy every night! & I love how the look created a new vibe for my room!If you're looking to buy-- BUY ASAP!",The Best Comforter I Have Ever Owned,5,,R136P6ZAU3UIEN,USA,2018,summer,Positive,North-America,False
667,2021-07-07,0,Love it ! This one actually gives us room to roll and not uncover the other person. Soft like it's already broken in. Highly recommend !,Perfect !,5,,R2KQ2WLD1P6UW8,USA,2021,summer,Positive,North-America,False
668,2021-01-08,0,The blanket is nice and warm. The pillow pase had some hard plastic stuck to it and washing it didn’t remove it.,Blanket is nice. Pillow case not so much.,4,,R1JIZU1G6OMRK8,USA,2021,winter,Positive,North-America,False
669,2020-09-07,0,Bought this for my son to use at college. He says it’s really comfortable! Good value,College use,5,,R2QPGLUDLJDK33,USA,2020,summer,Positive,North-America,False
670,2020-11-07,0,This comforter was softer than I expected and I love how light weight it is. It's perfect!,Comfort for a good price.,5,,R2SD6MPO7YZSQO,USA,2020,autumn,Positive,North-America,False
671,2020-12-13,0,"Beautiful!! A bit warm for Florida's weather,  but great all around.  I love that it actually hangs on the dude of the bed and I don't have to pull one dude while the other is practically on top of the bed.",Soft and warm,5,,R3KFT1ZU12CZA2,USA,2020,autumn,Positive,North-America,False
672,2021-03-09,0,"Terrible quality. After two washes, fiber is coming out of the comforter. Disappointing!",Do not buy!,1,,R2BVME2CNR5G7R,USA,2021,winter,Negative,North-America,False
673,2021-04-01,0,The first time I washed it the comforter split at the seem leaving my washer full of cotton.,Worthless!,1,,R2VC7FWHO1W1NJ,USA,2021,spring,Negative,North-America,False
674,2021-04-22,0,"I ordered this because it was the cheapest option after my down comforter was the victim of a dog attack. After hours of cleaning up feathers, with no help from the dog, I decided I needed a down alternative and ordered this. I love this comforter and it’s lightweight, warm , and all around amazing.",Awesome!,5,,R1VZ4OE6I2SZGA,USA,2021,spring,Positive,North-America,False
675,2021-04-05,0,She loves this comforter,Gift for daughter,5,,RKUZ35DEYBY2S,USA,2021,spring,Positive,North-America,False
676,2020-03-20,0,"Love this comforter, would have given 5 stars all the way around but the size is not a California king like I ordered its definitely a king",Soft...,4,,R19MM0YB11FSEE,USA,2020,winter,Positive,North-America,False
677,2020-12-18,0,Looks great on the floating platform bed I built. Usually hate sleeping under comforters but this one seems to keep me at the perfect sleeping temp.,"Modern, lightweight, great look",5,https://images-na.ssl-images-amazon.com/images/I/B1EL5f4GjNS._SY88.jpg,RA6D8NJGB4YJD,USA,2020,autumn,Positive,North-America,False
678,2019-07-31,0,Was extremely surprised at the softness and qualityI bought this for my sons dorm room and he loves it so much I’m ordering two as a layered look for his bed at home!,Great Purchase,5,,R2IG2WMY5DH8PK,USA,2019,summer,Positive,North-America,False
679,2019-07-05,0,"I bought this for my teenage son, he loves it, he says its the best comforter he ever had. It's so soft and has a bit of weight to it, but not so much that it gets hot. We're in Las Vegas so we didn't want anything too heavy. Not sure how well it holds up since we just got it, but so far it seems very well made. I would definitely recommend and buy again if I ever need another one.",Exactly what I was wanting.,5,,R1TXBDAJZ6PPW2,USA,2019,summer,Positive,North-America,False
680,2020-11-28,0,Would recommend this to to anyone looking for a quality cover at a reasonable price,WOW,5,,R1XAG8QUD0RVV8,USA,2020,autumn,Positive,North-America,False
681,2021-01-26,0,Love this bedspread. Super comfortable lightweight breathable but warm.,Love this bedspread.,5,,R2YYPBOYK15BOI,USA,2021,winter,Positive,North-America,False
682,2021-02-22,0,The softest blanket and covers the whole bed! Love this down comforter,Incredibly soft,5,,R33SIHES0FIRBK,USA,2021,winter,Positive,North-America,False
683,2019-10-02,0,"One of the duvets came with a hole right in the center of the cover! Needed it that weekend for guests, and not worth the headache of returning it!",Not good quality!,1,,R1FABPGJ1WG2QA,USA,2019,autumn,Negative,North-America,False
684,2021-07-08,0,I love this.,Awesome,5,,R3SL1XBU8C7M1F,USA,2021,summer,Positive,North-America,False
685,2020-05-16,0,We love how soft this is! And the color is the perfect green I was looking for in my 2yo's room.,More stars for softness!,5,,R1L078BMPR2UM8,USA,2020,spring,Positive,North-America,False
686,2018-11-19,0,"The comforter does what it is supposed to. It will keep you warm and looks nice on the bed. The only thing I don’t like about it is after each wash, I have to spread it across the bed and use tape to get all of the fuzzies off of it. It looks like whatever fill is used in it is actually coming through the outer material.",Warm and cozy,3,,R3EQOGDP03QOTV,USA,2018,autumn,Neutral,North-America,False
